Date,Employee_Name,unit_code,product_name,Số lượng xuất,province
2025-01-24,Thành Văn Bùi,công ty TNHH ABC,đèn LED âm trần,99,Hà Nội
2024-01-31,Bảo Trần,công ty TNHH ABC,đèn LED âm trần,64,Cần Thơ
2024-09-16,Ông Châu Mai,công ty TNHH Một Thành Viên 123,đèn bàn học,81,TP Hồ Chí Minh
2024-04-18,Quý cô Lan Đặng,công ty TNHH Một Thành Viên 123,đèn bàn học,39,Hà Nội
2024-05-24,Bác Quang Dương,công ty TNHH Một Thành Viên 123,đèn cảm ứng,10,Đà Nẵng
2024-05-30,Quý cô Nhật Vũ,công ty TNHH ABC,đèn bàn học,77,Đà Nẵng
2024-12-24,Khoa Đức Phạm,công ty TNHH Một Thành Viên 123,đèn LED tròn,66,Cần Thơ
2024-08-31,Cô Yến Lê,công ty cổ phần XYZ,đèn LED tròn,51,Hà Nội
2024-11-08,Xuân Lê,công ty TNHH Một Thành Viên 123,đèn LED tròn,18,Hà Nội
2024-12-26,Hưng Hoàng,công ty TNHH ABC,đèn LED âm trần,85,Đà Nẵng
2024-05-20,Thành Đức Dương,công ty cổ phần XYZ,đèn LED âm trần,11,Cần Thơ
2025-01-10,Cô Kim Hoàng,công ty TNHH ABC,đèn cảm ứng,46,Hà Nội
2024-03-19,Thành Tấn Trần,công ty cổ phần XYZ,đèn LED tròn,49,Cần Thơ
2025-03-10,Bác Hoàng Bùi,công ty TNHH Một Thành Viên 123,đèn LED tròn,4,Đà Nẵng
2024-01-24,Quý ông Hoàng Vũ,công ty TNHH Một Thành Viên 123,đèn cảm ứng,59,Hà Nội
2024-03-12,Phương Hữu Bùi,công ty TNHH Một Thành Viên 123,đèn cảm ứng,46,TP Hồ Chí Minh
2025-03-22,Vũ Trần,công ty cổ phần XYZ,đèn bàn học,70,Hà Nội
2024-08-14,Quý cô Dương Dương,công ty TNHH ABC,đèn LED âm trần,31,Cần Thơ
2025-02-17,Xuân Vũ,công ty TNHH Một Thành Viên 123,đèn LED tròn,54,TP Hồ Chí Minh
2024-01-18,Châu Trí Trần,công ty TNHH ABC,đèn bàn học,86,Hà Nội
2025-04-10,Thành Quang Nguyễn,công ty cổ phần XYZ,đèn LED tròn,54,Hà Nội
2024-03-08,Hải Bùi,công ty TNHH Một Thành Viên 123,đèn LED tròn,32,Đà Nẵng
2025-03-03,Ánh Hoàng,công ty cổ phần XYZ,đèn LED âm trần,36,Đà Nẵng
2024-09-26,Bà Khoa Trần,công ty TNHH Một Thành Viên 123,đèn cảm ứng,38,Đà Nẵng
2024-10-19,Nhật Mai Bảo Trần,công ty TNHH ABC,đèn bàn học,2,Đà Nẵng
2024-05-01,Hà Mai,công ty TNHH ABC,đèn LED tròn,98,Cần Thơ
2025-03-29,Cô Hạnh Phạm,công ty TNHH Một Thành Viên 123,đèn LED âm trần,78,Hà Nội
2024-09-13,Cô Hà Đặng,công ty TNHH ABC,đèn LED tròn,48,Hà Nội
2024-05-29,Khoa Phú Hoàng,công ty TNHH ABC,đèn LED âm trần,75,Cần Thơ
2024-01-11,Duyên Trần,công ty cổ phần XYZ,đèn LED tròn,90,Hà Nội
2024-04-28,Mai Vũ,công ty TNHH ABC,đèn bàn học,84,Hà Nội
2024-10-14,An Hoàng,công ty TNHH ABC,đèn bàn học,58,Cần Thơ
2025-01-04,Huy Hữu Lê,công ty TNHH Một Thành Viên 123,đèn LED âm trần,32,Cần Thơ
2025-02-16,Bà Lâm Đặng,công ty TNHH ABC,đèn bàn học,50,Cần Thơ
2025-03-29,Vân Bùi,công ty TNHH ABC,đèn LED âm trần,54,Hà Nội
2025-01-05,Cô Chi Nguyễn,công ty TNHH ABC,đèn cảm ứng,88,Cần Thơ
2024-09-23,Trọng Nguyễn,công ty TNHH Một Thành Viên 123,đèn cảm ứng,37,Đà Nẵng
2024-12-23,Quý ông Huy Vũ,công ty cổ phần XYZ,đèn LED tròn,85,Hà Nội
2024-05-01,Minh Trí Mai,công ty TNHH Một Thành Viên 123,đèn LED âm trần,21,Hà Nội
2024-01-11,Hoàng Đức Mai,công ty cổ phần XYZ,đèn bàn học,11,Hà Nội
2024-10-18,Bác Khoa Dương,công ty TNHH Một Thành Viên 123,đèn bàn học,59,Đà Nẵng
2024-05-14,Hồng Đặng,công ty TNHH ABC,đèn LED âm trần,89,TP Hồ Chí Minh
2024-04-12,Thảo Lê,công ty TNHH Một Thành Viên 123,đèn LED tròn,93,TP Hồ Chí Minh
2024-07-22,Chị Linh Vũ,công ty TNHH Một Thành Viên 123,đèn LED âm trần,35,Hà Nội
2024-07-22,Bảo Dương,công ty TNHH ABC,đèn LED tròn,70,Đà Nẵng
2025-04-03,Nhật Nguyễn,công ty TNHH Một Thành Viên 123,đèn cảm ứng,4,Hà Nội
2024-02-01,Xuân Hoàng,công ty cổ phần XYZ,đèn bàn học,90,TP Hồ Chí Minh
2024-03-22,Nhiên Trí Dương,công ty TNHH ABC,đèn LED tròn,30,TP Hồ Chí Minh
2025-02-24,Nhật Đặng,công ty cổ phần XYZ,đèn LED âm trần,46,TP Hồ Chí Minh
2024-08-19,Phương Dương,công ty TNHH Một Thành Viên 123,đèn LED âm trần,12,TP Hồ Chí Minh
2025-03-12,Bảo Phạm,công ty cổ phần XYZ,đèn LED âm trần,21,TP Hồ Chí Minh
2024-05-27,Ông Dũng Hoàng,công ty TNHH ABC,đèn LED âm trần,32,Cần Thơ
2024-10-01,Quý cô Xuân Hoàng,công ty TNHH Một Thành Viên 123,đèn LED âm trần,75,TP Hồ Chí Minh
2024-05-16,Bảo Đức Nguyễn,công ty TNHH Một Thành Viên 123,đèn bàn học,25,TP Hồ Chí Minh
2024-09-26,Chị Bảo Dương,công ty TNHH Một Thành Viên 123,đèn LED tròn,84,Đà Nẵng
2024-10-05,Bà Thành Dương,công ty TNHH ABC,đèn bàn học,78,Cần Thơ
2024-12-09,Lâm Hải Mai,công ty TNHH Một Thành Viên 123,đèn cảm ứng,71,TP Hồ Chí Minh
2024-06-14,Ngọc Vũ,công ty TNHH ABC,đèn LED âm trần,57,Hà Nội
2024-03-15,Thành Trần,công ty cổ phần XYZ,đèn LED tròn,30,Cần Thơ
2024-12-13,Quý ông Bảo Bùi,công ty cổ phần XYZ,đèn cảm ứng,9,Đà Nẵng
2024-08-03,Kim Đức Dương,công ty TNHH ABC,đèn LED âm trần,47,Cần Thơ
2024-12-20,Cô Mai Dương,công ty TNHH ABC,đèn bàn học,24,Cần Thơ
2025-04-01,Anh Dũng Bùi,công ty cổ phần XYZ,đèn LED tròn,13,Hà Nội
2024-09-06,Anh Khoa Vũ,công ty TNHH ABC,đèn bàn học,74,TP Hồ Chí Minh
2024-06-18,Minh Văn Lê,công ty cổ phần XYZ,đèn bàn học,76,Đà Nẵng
2024-11-01,Ánh Đặng,công ty TNHH Một Thành Viên 123,đèn bàn học,14,Cần Thơ
2025-02-20,Trọng Đức Đặng,công ty cổ phần XYZ,đèn bàn học,69,Đà Nẵng
2024-09-08,Anh Anh Nguyễn,công ty TNHH Một Thành Viên 123,đèn cảm ứng,55,Đà Nẵng
2024-08-13,Vi Lê,công ty TNHH Một Thành Viên 123,đèn bàn học,95,TP Hồ Chí Minh
2025-03-15,Trọng Nguyễn,công ty cổ phần XYZ,đèn LED tròn,74,TP Hồ Chí Minh
2024-05-11,Khoa Thế Vũ,công ty cổ phần XYZ,đèn cảm ứng,83,Hà Nội
2025-01-08,Huy Thế Lê,công ty cổ phần XYZ,đèn LED tròn,33,Cần Thơ
2025-01-21,An Hải Lê,công ty TNHH Một Thành Viên 123,đèn LED tròn,83,Đà Nẵng
2024-06-28,Nhật Bảo Hoàng,công ty TNHH Một Thành Viên 123,đèn LED âm trần,35,Đà Nẵng
2024-01-14,Dương Vũ,công ty TNHH Một Thành Viên 123,đèn bàn học,2,Đà Nẵng
2024-06-14,Bác Nam Trần,công ty TNHH Một Thành Viên 123,đèn LED âm trần,80,Đà Nẵng
2024-08-20,Thành Xuân Mai,công ty TNHH Một Thành Viên 123,đèn LED âm trần,78,TP Hồ Chí Minh
2024-03-19,Quý cô Yến Dương,công ty cổ phần XYZ,đèn LED tròn,38,TP Hồ Chí Minh
2024-11-11,Ngọc Trần,công ty TNHH ABC,đèn LED âm trần,64,Cần Thơ
2024-04-24,Chị Ánh Nguyễn,công ty TNHH ABC,đèn bàn học,16,TP Hồ Chí Minh
2025-02-22,Châu Đức Vũ,công ty TNHH ABC,đèn cảm ứng,3,Cần Thơ
2024-10-29,Cô Dương Hoàng,công ty cổ phần XYZ,đèn cảm ứng,63,Đà Nẵng
2024-08-14,Nhật Mai Bảo Đặng,công ty TNHH Một Thành Viên 123,đèn bàn học,12,Đà Nẵng
2024-08-17,Quý cô Khoa Dương,công ty cổ phần XYZ,đèn LED tròn,17,Hà Nội
2024-07-08,Chị Vi Mai,công ty TNHH Một Thành Viên 123,đèn LED tròn,70,Hà Nội
2025-03-19,Bác Châu Dương,công ty TNHH Một Thành Viên 123,đèn LED tròn,35,Cần Thơ
2025-01-09,Ông Dũng Dương,công ty TNHH ABC,đèn LED tròn,7,Cần Thơ
2024-12-20,Quý cô Hạnh Phạm,công ty TNHH ABC,đèn LED tròn,5,Đà Nẵng
2025-04-05,Khoa Hải Dương,công ty cổ phần XYZ,đèn LED âm trần,56,Đà Nẵng
2024-09-06,Nhật Phạm,công ty TNHH Một Thành Viên 123,đèn LED âm trần,46,Đà Nẵng
2024-10-21,Quang Vũ,công ty cổ phần XYZ,đèn LED âm trần,40,Đà Nẵng
2024-12-16,Tùng Hoàng,công ty TNHH Một Thành Viên 123,đèn cảm ứng,9,Đà Nẵng
2025-03-21,Cô Thảo Phạm,công ty cổ phần XYZ,đèn LED âm trần,33,Hà Nội
2025-02-26,Quý cô Linh Dương,công ty TNHH ABC,đèn cảm ứng,3,TP Hồ Chí Minh
2024-03-08,Thành Bùi,công ty cổ phần XYZ,đèn bàn học,41,Hà Nội
2024-05-26,Trung Lê,công ty TNHH ABC,đèn LED tròn,58,TP Hồ Chí Minh
2024-11-26,Kim Phú Dương,công ty cổ phần XYZ,đèn LED âm trần,28,Cần Thơ
2024-11-24,Hoàng Nguyễn,công ty cổ phần XYZ,đèn bàn học,61,TP Hồ Chí Minh
2024-10-23,Nam Đặng,công ty cổ phần XYZ,đèn bàn học,48,TP Hồ Chí Minh
2024-01-22,Tùng Bùi,công ty cổ phần XYZ,đèn LED âm trần,48,Hà Nội
2024-07-20,Anh Trung Mai,công ty cổ phần XYZ,đèn bàn học,34,Hà Nội
2024-06-23,Cô Thành Lê,công ty cổ phần XYZ,đèn LED âm trần,85,Hà Nội
2024-09-23,Tùng Mai Bảo Dương,công ty TNHH Một Thành Viên 123,đèn cảm ứng,86,TP Hồ Chí Minh
2024-04-23,Hà Mai Bảo Bùi,công ty TNHH Một Thành Viên 123,đèn bàn học,40,TP Hồ Chí Minh
2024-02-12,Chi Nguyễn,công ty TNHH ABC,đèn LED âm trần,36,TP Hồ Chí Minh
2024-10-18,Phương Phạm,công ty TNHH Một Thành Viên 123,đèn bàn học,54,Cần Thơ
2024-03-13,Cô Kim Vũ,công ty TNHH ABC,đèn bàn học,94,TP Hồ Chí Minh
2025-02-15,Khoa Văn Mai,công ty TNHH ABC,đèn cảm ứng,51,Hà Nội
2025-01-05,Bảo Xuân Lê,công ty TNHH ABC,đèn cảm ứng,74,Hà Nội
2024-10-01,Cô Thảo Vũ,công ty TNHH ABC,đèn LED âm trần,23,Đà Nẵng
2024-10-23,Khoa Hoàng Dương,công ty TNHH Một Thành Viên 123,đèn cảm ứng,66,Đà Nẵng
2024-05-13,Ngọc Mai,công ty TNHH ABC,đèn LED tròn,79,Hà Nội
2024-07-08,Châu Đặng,công ty TNHH Một Thành Viên 123,đèn cảm ứng,64,Đà Nẵng
2024-12-24,Chị Hà Hoàng,công ty TNHH Một Thành Viên 123,đèn cảm ứng,29,Hà Nội
2024-05-01,Nhiên Trần,công ty TNHH ABC,đèn bàn học,33,Hà Nội
2024-07-18,Minh Mai,công ty TNHH ABC,đèn LED âm trần,9,Đà Nẵng
2024-01-26,Anh Thị Vũ,công ty TNHH ABC,đèn LED âm trần,49,Đà Nẵng
2024-01-18,Phúc Vũ,công ty TNHH ABC,đèn LED tròn,38,Cần Thơ
2024-02-06,Dương Nguyễn,công ty TNHH ABC,đèn cảm ứng,46,Đà Nẵng
2024-08-06,Quý cô Phương Dương,công ty cổ phần XYZ,đèn bàn học,5,TP Hồ Chí Minh
2024-02-26,Khoa Quang Trần,công ty TNHH ABC,đèn LED tròn,33,TP Hồ Chí Minh
2024-07-21,Phương Thế Đặng,công ty TNHH ABC,đèn bàn học,29,Đà Nẵng
2025-02-20,Anh Vũ,công ty cổ phần XYZ,đèn LED tròn,58,Cần Thơ
2024-09-18,Quang Hải Nguyễn,công ty TNHH Một Thành Viên 123,đèn LED tròn,37,Đà Nẵng
2025-01-11,Anh Nhiên Mai,công ty TNHH ABC,đèn LED tròn,91,Hà Nội
2024-05-20,Hà Tấn Bùi,công ty TNHH ABC,đèn cảm ứng,70,TP Hồ Chí Minh
2024-09-20,Quang Đức Bùi,công ty cổ phần XYZ,đèn cảm ứng,33,Hà Nội
2024-08-15,Bà Nhật Đặng,công ty TNHH ABC,đèn bàn học,55,TP Hồ Chí Minh
2024-01-02,Thảo Bùi,công ty TNHH Một Thành Viên 123,đèn cảm ứng,48,TP Hồ Chí Minh
2025-02-14,Quang Mai Bảo Đặng,công ty TNHH ABC,đèn LED âm trần,68,Hà Nội
2025-01-12,Cô Khoa Hoàng,công ty TNHH ABC,đèn LED âm trần,53,Đà Nẵng
2024-11-13,Bác Nhiên Trần,công ty cổ phần XYZ,đèn bàn học,30,TP Hồ Chí Minh
2024-04-23,Bà Hải Mai,công ty TNHH Một Thành Viên 123,đèn bàn học,15,Hà Nội
2024-01-02,Huy Trí Phạm,công ty cổ phần XYZ,đèn bàn học,81,Hà Nội
2024-10-27,Duyên Mai,công ty cổ phần XYZ,đèn LED tròn,77,Cần Thơ
2024-08-28,Kim Hoàng Trần,công ty cổ phần XYZ,đèn bàn học,57,Đà Nẵng
2024-04-05,Bảo Bảo Nguyễn,công ty TNHH Một Thành Viên 123,đèn LED âm trần,66,Cần Thơ
2024-10-01,Khoa Văn Trần,công ty TNHH ABC,đèn cảm ứng,69,TP Hồ Chí Minh
2024-07-06,Hoàng Lê,công ty cổ phần XYZ,đèn LED âm trần,100,TP Hồ Chí Minh
2024-06-06,Thành Lê,công ty TNHH ABC,đèn LED âm trần,23,Đà Nẵng
2025-03-29,Vân Dương,công ty TNHH ABC,đèn LED tròn,30,Hà Nội
2024-01-10,Ông Quang Bùi,công ty TNHH Một Thành Viên 123,đèn cảm ứng,35,TP Hồ Chí Minh
2024-08-09,Vi Bùi,công ty TNHH Một Thành Viên 123,đèn LED tròn,82,Cần Thơ
2024-02-01,Dương Mai,công ty TNHH Một Thành Viên 123,đèn LED tròn,60,Cần Thơ
2024-08-23,Hà Đặng,công ty cổ phần XYZ,đèn LED tròn,10,Cần Thơ
2024-05-09,Quý cô Chi Hoàng,công ty TNHH ABC,đèn cảm ứng,17,Đà Nẵng
2024-06-06,Chị Vi Bùi,công ty TNHH Một Thành Viên 123,đèn LED tròn,88,Cần Thơ
2024-04-02,Kim Đức Dương,công ty cổ phần XYZ,đèn cảm ứng,15,Cần Thơ
2024-06-02,Vũ Nguyễn,công ty TNHH ABC,đèn cảm ứng,54,Hà Nội
2025-03-28,Tú Đức Lê,công ty cổ phần XYZ,đèn LED âm trần,91,TP Hồ Chí Minh
2025-01-14,Chị Lan Nguyễn,công ty cổ phần XYZ,đèn cảm ứng,43,Cần Thơ
2024-03-26,Bảo Mai,công ty cổ phần XYZ,đèn cảm ứng,98,TP Hồ Chí Minh
2024-12-10,Linh Nguyễn,công ty TNHH Một Thành Viên 123,đèn LED tròn,15,Hà Nội
2024-05-09,Tú Bảo Lê,công ty TNHH Một Thành Viên 123,đèn LED âm trần,29,Hà Nội
2024-10-30,Dũng Dương,công ty TNHH ABC,đèn bàn học,37,Hà Nội
2024-03-27,Tùng Hải Hoàng,công ty cổ phần XYZ,đèn bàn học,91,Cần Thơ
2024-11-10,Thành Lê,công ty TNHH ABC,đèn LED âm trần,95,Đà Nẵng
2024-06-13,Kim Hữu Đặng,công ty TNHH ABC,đèn bàn học,65,Cần Thơ
2025-04-10,Hải Mai,công ty TNHH ABC,đèn LED âm trần,70,Cần Thơ
2024-09-07,Bà Thảo Đặng,công ty cổ phần XYZ,đèn cảm ứng,30,Hà Nội
2024-05-03,Bà Bảo Hoàng,công ty cổ phần XYZ,đèn bàn học,73,TP Hồ Chí Minh
2024-08-12,Vũ Hoàng,công ty TNHH Một Thành Viên 123,đèn LED âm trần,18,Hà Nội
2024-09-02,Quý ông Quang Phạm,công ty TNHH Một Thành Viên 123,đèn LED âm trần,29,Hà Nội
2024-12-15,Quý cô Duyên Mai,công ty TNHH ABC,đèn cảm ứng,22,Cần Thơ
2024-06-19,Châu Văn Phạm,công ty TNHH Một Thành Viên 123,đèn cảm ứng,92,Đà Nẵng
2024-09-23,Hạnh Thị Đặng,công ty cổ phần XYZ,đèn LED tròn,21,TP Hồ Chí Minh
2024-12-07,Bà Ngọc Bùi,công ty TNHH Một Thành Viên 123,đèn LED tròn,61,TP Hồ Chí Minh
2024-05-23,Thành Đức Phạm,công ty TNHH Một Thành Viên 123,đèn LED âm trần,95,Đà Nẵng
2024-01-03,Hưng Hoàng,công ty TNHH Một Thành Viên 123,đèn bàn học,97,Cần Thơ
2024-03-15,Anh Châu Nguyễn,công ty cổ phần XYZ,đèn LED âm trần,1,Đà Nẵng
2024-02-16,Ông Nam Lê,công ty TNHH ABC,đèn cảm ứng,20,Đà Nẵng
2024-10-15,Nam Mai Nguyễn,công ty TNHH ABC,đèn LED âm trần,90,Cần Thơ
2024-05-10,Chị Xuân Lê,công ty TNHH ABC,đèn cảm ứng,51,Hà Nội
2024-03-08,Nhật Mai Trần,công ty TNHH ABC,đèn LED tròn,60,Cần Thơ
2024-09-24,Thảo Đặng,công ty TNHH Một Thành Viên 123,đèn LED âm trần,100,Đà Nẵng
2024-10-29,Quý cô Xuân Nguyễn,công ty cổ phần XYZ,đèn bàn học,12,Đà Nẵng
2024-09-22,Khoa Quang Lê,công ty cổ phần XYZ,đèn LED tròn,60,Cần Thơ
2024-03-19,Hà Xuân Lê,công ty cổ phần XYZ,đèn cảm ứng,52,TP Hồ Chí Minh
2024-03-03,Quang Hoàng Đặng,công ty cổ phần XYZ,đèn bàn học,73,TP Hồ Chí Minh
2024-08-06,Anh Tú Hoàng,công ty cổ phần XYZ,đèn bàn học,59,TP Hồ Chí Minh
2024-06-24,An Quang Đặng,công ty cổ phần XYZ,đèn LED tròn,15,Đà Nẵng
2025-03-17,Ông Thành Trần,công ty cổ phần XYZ,đèn LED âm trần,57,Hà Nội
2024-03-31,Cô Phương Dương,công ty cổ phần XYZ,đèn cảm ứng,25,Hà Nội
2024-01-26,Anh Châu Dương,công ty TNHH ABC,đèn LED tròn,9,Cần Thơ
2024-08-04,Tú Thị Mai,công ty TNHH ABC,đèn LED âm trần,92,Đà Nẵng
2024-10-01,Tùng Nguyễn,công ty TNHH Một Thành Viên 123,đèn bàn học,68,Đà Nẵng
2025-01-21,Cô An Vũ,công ty TNHH Một Thành Viên 123,đèn bàn học,65,TP Hồ Chí Minh
2024-09-10,Vũ Đặng,công ty cổ phần XYZ,đèn LED âm trần,9,Hà Nội
2024-01-17,Bà Hạnh Nguyễn,công ty cổ phần XYZ,đèn bàn học,38,Đà Nẵng
2025-03-07,Bà Hương Mai,công ty TNHH Một Thành Viên 123,đèn bàn học,37,Cần Thơ
2024-05-27,Minh Đức Đặng,công ty TNHH Một Thành Viên 123,đèn cảm ứng,83,TP Hồ Chí Minh
2024-04-28,Lan Bùi,công ty TNHH Một Thành Viên 123,đèn LED âm trần,69,Đà Nẵng
2024-10-03,Bác Châu Nguyễn,công ty TNHH ABC,đèn LED âm trần,44,Hà Nội
2025-04-04,Lâm Mai,công ty cổ phần XYZ,đèn LED âm trần,5,Cần Thơ
2024-01-19,Yến Dương,công ty cổ phần XYZ,đèn LED tròn,13,Hà Nội
2024-02-10,Quý ông Tú Hoàng,công ty cổ phần XYZ,đèn bàn học,75,Hà Nội
2025-02-03,Bác Phúc Trần,công ty TNHH ABC,đèn bàn học,18,Cần Thơ
2025-01-12,Hưng Hải Vũ,công ty cổ phần XYZ,đèn cảm ứng,53,TP Hồ Chí Minh
2024-11-28,Cô Yến Lê,công ty TNHH ABC,đèn LED tròn,76,Đà Nẵng
2024-10-26,Chị Thành Đặng,công ty TNHH ABC,đèn cảm ứng,2,Đà Nẵng
2025-01-19,Huy Bùi,công ty TNHH Một Thành Viên 123,đèn cảm ứng,98,Đà Nẵng
2024-09-16,Cô Duyên Vũ,công ty TNHH ABC,đèn LED tròn,70,TP Hồ Chí Minh
2025-01-08,Vi Mai,công ty TNHH ABC,đèn cảm ứng,3,Cần Thơ
2024-11-23,Bác Nam Phạm,công ty TNHH ABC,đèn bàn học,7,Hà Nội
2025-03-09,Bảo Trần,công ty cổ phần XYZ,đèn LED âm trần,37,Hà Nội
2024-10-18,Duyên Bùi,công ty TNHH ABC,đèn LED âm trần,95,Hà Nội
2025-01-22,Minh Hoàng,công ty cổ phần XYZ,đèn cảm ứng,43,Hà Nội
2024-01-11,Phúc Quang Đặng,công ty TNHH Một Thành Viên 123,đèn cảm ứng,48,Đà Nẵng
2024-04-17,Châu Nguyễn,công ty cổ phần XYZ,đèn LED âm trần,63,TP Hồ Chí Minh
2024-08-04,Kim Thế Nguyễn,công ty TNHH Một Thành Viên 123,đèn cảm ứng,75,Hà Nội
2024-12-17,Hưng Bảo Lê,công ty cổ phần XYZ,đèn cảm ứng,79,Hà Nội
2024-03-27,Bà Hương Mai,công ty cổ phần XYZ,đèn cảm ứng,47,TP Hồ Chí Minh
2024-11-16,Tú Hữu Trần,công ty TNHH Một Thành Viên 123,đèn bàn học,13,Cần Thơ
2025-03-16,Anh Nhiên Bùi,công ty TNHH ABC,đèn cảm ứng,23,Cần Thơ
2024-01-22,Cô Linh Nguyễn,công ty cổ phần XYZ,đèn cảm ứng,41,TP Hồ Chí Minh
2024-05-05,Khoa Mai,công ty TNHH ABC,đèn LED tròn,78,Hà Nội
2024-04-05,Minh Quang Trần,công ty TNHH Một Thành Viên 123,đèn LED tròn,40,Cần Thơ
2024-12-12,An Mai Bảo Vũ,công ty TNHH Một Thành Viên 123,đèn bàn học,82,TP Hồ Chí Minh
2025-03-20,Quý cô Lâm Phạm,công ty cổ phần XYZ,đèn LED tròn,25,Đà Nẵng
2025-02-13,Chị Hà Trần,công ty TNHH Một Thành Viên 123,đèn bàn học,60,TP Hồ Chí Minh
2024-11-17,Bảo Lê,công ty TNHH Một Thành Viên 123,đèn LED tròn,18,Cần Thơ
2025-02-06,Ông Hưng Vũ,công ty TNHH ABC,đèn LED âm trần,35,Đà Nẵng
2024-04-25,Bảo Xuân Vũ,công ty cổ phần XYZ,đèn cảm ứng,88,TP Hồ Chí Minh
2025-02-15,Chị Dương Nguyễn,công ty cổ phần XYZ,đèn bàn học,54,TP Hồ Chí Minh
2025-01-22,Tú Bùi,công ty cổ phần XYZ,đèn LED tròn,88,Đà Nẵng
2024-10-06,Bà Vân Đặng,công ty TNHH Một Thành Viên 123,đèn LED âm trần,62,Cần Thơ
2024-10-17,An Thế Lê,công ty cổ phần XYZ,đèn LED âm trần,18,Cần Thơ
2024-12-12,Ông Vũ Vũ,công ty TNHH ABC,đèn LED âm trần,65,Cần Thơ
2024-03-26,Hưng Phạm,công ty TNHH ABC,đèn bàn học,54,Hà Nội
2024-03-01,Bà Nhật Hoàng,công ty TNHH Một Thành Viên 123,đèn cảm ứng,8,Đà Nẵng
2024-05-30,Nhật Phạm,công ty cổ phần XYZ,đèn LED tròn,87,Đà Nẵng
2024-04-16,Hạnh Hải Nguyễn,công ty TNHH Một Thành Viên 123,đèn LED âm trần,87,Hà Nội
2024-09-01,Bảo Trí Bùi,công ty TNHH Một Thành Viên 123,đèn bàn học,71,Đà Nẵng
2024-12-01,Bác Quang Hoàng,công ty TNHH ABC,đèn cảm ứng,14,Đà Nẵng
2024-09-24,Ông Thành Nguyễn,công ty TNHH Một Thành Viên 123,đèn LED tròn,47,Đà Nẵng
2024-07-12,Châu Trần,công ty TNHH ABC,đèn LED âm trần,94,Đà Nẵng
2024-10-04,Vi Dương,công ty TNHH Một Thành Viên 123,đèn cảm ứng,19,Đà Nẵng
2024-12-14,Bác Nhiên Trần,công ty TNHH ABC,đèn bàn học,47,Hà Nội
2024-06-16,Bà Mai Hoàng,công ty cổ phần XYZ,đèn bàn học,53,Đà Nẵng
2025-03-21,Quý cô Linh Dương,công ty TNHH Một Thành Viên 123,đèn bàn học,14,Hà Nội
2024-05-30,Bà Thảo Trần,công ty TNHH Một Thành Viên 123,đèn bàn học,15,Cần Thơ
2025-03-18,Quý cô Hà Đặng,công ty TNHH Một Thành Viên 123,đèn cảm ứng,49,Đà Nẵng
2024-08-22,Bác Trọng Nguyễn,công ty TNHH Một Thành Viên 123,đèn LED âm trần,46,TP Hồ Chí Minh
2024-05-26,Bà Nhật Vũ,công ty TNHH ABC,đèn cảm ứng,58,TP Hồ Chí Minh
2025-02-13,Yến Lê,công ty TNHH Một Thành Viên 123,đèn LED âm trần,68,Đà Nẵng
2024-04-07,Ông Dũng Trần,công ty TNHH ABC,đèn cảm ứng,98,TP Hồ Chí Minh
2024-07-11,Cô Chi Nguyễn,công ty TNHH ABC,đèn cảm ứng,51,TP Hồ Chí Minh
2025-04-03,Cô Phương Dương,công ty cổ phần XYZ,đèn cảm ứng,30,Hà Nội
2024-01-15,Cô Vi Nguyễn,công ty TNHH Một Thành Viên 123,đèn LED tròn,39,TP Hồ Chí Minh
2024-04-04,Kim Phạm,công ty cổ phần XYZ,đèn cảm ứng,40,Đà Nẵng
2024-02-26,Xuân Mai,công ty cổ phần XYZ,đèn LED tròn,4,TP Hồ Chí Minh
2024-04-22,Nhật Đức Đặng,công ty TNHH ABC,đèn cảm ứng,13,TP Hồ Chí Minh
2024-10-09,Dũng Mai,công ty cổ phần XYZ,đèn cảm ứng,55,TP Hồ Chí Minh
2024-03-26,Hoàng Tấn Dương,công ty cổ phần XYZ,đèn cảm ứng,47,Đà Nẵng
2025-03-13,Bảo Vũ,công ty cổ phần XYZ,đèn bàn học,84,TP Hồ Chí Minh
2024-09-24,Phúc Trần,công ty TNHH ABC,đèn bàn học,75,Hà Nội
2025-02-09,Bà Kim Phạm,công ty cổ phần XYZ,đèn bàn học,44,Đà Nẵng
2024-10-15,Duyên Hoàng,công ty cổ phần XYZ,đèn cảm ứng,35,Hà Nội
2024-10-30,Trọng Bùi,công ty cổ phần XYZ,đèn bàn học,21,Cần Thơ
2024-09-21,Bảo Hoàng Bùi,công ty cổ phần XYZ,đèn LED tròn,48,Cần Thơ
2025-02-04,Phương Mai,công ty TNHH ABC,đèn bàn học,84,TP Hồ Chí Minh
2024-09-12,Chị Duyên Lê,công ty TNHH Một Thành Viên 123,đèn bàn học,95,Hà Nội
2024-01-24,Anh Dũng Đặng,công ty TNHH Một Thành Viên 123,đèn LED âm trần,43,Cần Thơ
2024-04-10,Bà Lâm Đặng,công ty TNHH Một Thành Viên 123,đèn cảm ứng,88,TP Hồ Chí Minh
2024-11-29,Vũ Đặng,công ty TNHH Một Thành Viên 123,đèn LED âm trần,27,Đà Nẵng
2024-08-22,Thành Đức Lê,công ty TNHH ABC,đèn bàn học,75,Hà Nội
2025-02-07,Quang Hữu Mai,công ty TNHH ABC,đèn LED tròn,7,Hà Nội
